Program,path_to_mutant,best_exam_score,worst_exam_score,avg_exam_score
AddGate_h_inGap_41_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.13725490196078433,0.13725490196078433,0.13725490196078433
AddGate_y_inGap_26_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.45098039215686275,0.45098039215686275,0.45098039215686275
AddGate_y_inGap_20_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.3137254901960784,0.3137254901960784,0.3137254901960784
AddGate_y_inGap_46_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0196078431372549,0.0196078431372549,0.0196078431372549
AddGate_y_inGap_34_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0784313725490196,0.0784313725490196,0.0784313725490196
AddGate_x_inGap_40_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.8823529411764706,0.8823529411764706,0.8823529411764706
AddGate_x_inGap_24_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.5882352941176471,0.5882352941176471,0.5882352941176471
AddGate_y_inGap_41_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.23529411764705882,0.23529411764705882,0.23529411764705882
AddGate_y_inGap_14_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.4117647058823529,0.4117647058823529,0.4117647058823529
AddGate_y_inGap_7_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.9607843137254902,0.9607843137254902,0.9607843137254902
AddGate_x_inGap_1_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,1.0,1.0,1.0
AddGate_y_inGap_11_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.7647058823529411,0.7647058823529411,0.7647058823529411
AddGate_x_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.6274509803921569,0.6274509803921569,0.6274509803921569
AddGate_x_inGap_25_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.9019607843137255,0.9019607843137255,0.9019607843137255
AddGate_y_inGap_32_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.9215686274509803,0.9215686274509803,0.9215686274509803
AddGate_x_inGap_42_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.11764705882352941,0.11764705882352941,0.11764705882352941
AddGate_x_inGap_43_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.39215686274509803,0.39215686274509803,0.39215686274509803
AddGate_h_inGap_30_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.8431372549019608,0.8431372549019608,0.8431372549019608
AddGate_y_inGap_51_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0196078431372549,0.0196078431372549,0.0196078431372549
AddGate_ry_inGap_54_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0196078431372549,0.0196078431372549,0.0196078431372549
AddGate_h_inGap_31_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.7843137254901961,0.7843137254901961,0.7843137254901961
AddGate_h_inGap_45_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0784313725490196,0.0784313725490196,0.0784313725490196
AddGate_x_inGap_21_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.49019607843137253,0.49019607843137253,0.49019607843137253
AddGate_y_inGap_49_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0196078431372549,0.0196078431372549,0.0196078431372549
AddGate_ry_inGap_35_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.7254901960784313,0.7254901960784313,0.7254901960784313
AddGate_x_inGap_29_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.23529411764705882,0.23529411764705882,0.23529411764705882
AddGate_x_inGap_22_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.6274509803921569,0.6274509803921569,0.6274509803921569
AddGate_h_inGap_40_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.13725490196078433,0.13725490196078433,0.13725490196078433
AddGate_x_inGap_37_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.49019607843137253,0.49019607843137253,0.49019607843137253
AddGate_y_inGap_22_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.5098039215686274,0.5098039215686274,0.5098039215686274
AddGate_y_inGap_55_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.13725490196078433,0.1568627450980392,0.14705882352941177
AddGate_ry_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.0196078431372549,0.0196078431372549,0.0196078431372549
AddGate_y_inGap_29_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.37254901960784315,0.37254901960784315,0.37254901960784315
AddGate_x_inGap_44_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.6862745098039216,0.6862745098039216,0.6862745098039216
AddGate_y_inGap_15_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.35294117647058826,0.35294117647058826,0.35294117647058826
AddGate_y_inGap_2_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.8235294117647058,0.8235294117647058,0.8235294117647058
AddGate_x_inGap_33_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.058823529411764705,0.058823529411764705,0.058823529411764705
AddGate_h_inGap_29_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.7647058823529411,0.7647058823529411,0.7647058823529411
AddGate_h_inGap_26_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.5882352941176471,0.5882352941176471,0.5882352941176471
AddGate_h_inGap_37_.qasm,SBFL_circuits/QMutBenchMutants/Mutants_realamprandom_5_qubits/,0.09803921568627451,0.09803921568627451,0.09803921568627451
