Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,DStar (Perfect EXAM = 0.0714),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
,0.571428571,0.571428571,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.928571429,0.928571429,,,,,,,,,,,,,
,0.357142857,0.357142857,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.071428571,0.071428571,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.428571429,0.428571429,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.285714286,0.285714286,,,,,,,,,,,,,
,0.428571429,0.428571429,,,,,,,,,,,,,
,0.571428571,0.571428571,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.785714286,0.785714286,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.285714286,0.285714286,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.571428571,0.571428571,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.5,0.5,,,,,,,,,,,,,
,0.571428571,0.571428571,,,,,,,,,,,,,
