Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,Barinel (Perfect EXAM = 0.0476),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
AddGate_s_inGap_15_.qasm,0.380952381,0.428571429,0.404761905,,,,,,,,,,,,
AddGate_s_inGap_1_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_s_inGap_2_.qasm,0.19047619,0.19047619,0.19047619,,,,,,,,,,,,
AddGate_s_inGap_3_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_s_inGap_4_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_s_inGap_5_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_s_inGap_6_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_s_inGap_7_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_s_inGap_8_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_s_inGap_9_.qasm,0.476190476,0.476190476,0.476190476,,,,,,,,,,,,
AddGate_swap_inGap_10_.qasm,0.904761905,0.904761905,0.904761905,,SWAP,0.530952381,,,,,0.530952381,,,,
AddGate_swap_inGap_11_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_swap_inGap_12_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_swap_inGap_13_.qasm,0.80952381,0.80952381,0.80952381,,,,,,,,,,,,
AddGate_swap_inGap_14_.qasm,0.476190476,0.476190476,0.476190476,,,,,,,,,,,,
AddGate_swap_inGap_15_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_swap_inGap_16_.qasm,0.380952381,0.380952381,0.380952381,,,,,,,,,,,,
AddGate_swap_inGap_17_.qasm,0.761904762,0.761904762,0.761904762,,,,,,,,,,,,
AddGate_swap_inGap_18_.qasm,0.19047619,0.19047619,0.19047619,,,,,,,,,,,,
AddGate_swap_inGap_19_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_swap_inGap_1_.qasm,0.714285714,0.714285714,0.714285714,,,,,,,,,,,,
AddGate_swap_inGap_20_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_swap_inGap_2_.qasm,0.904761905,0.904761905,0.904761905,,,,,,,,,,,,
AddGate_swap_inGap_3_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_swap_inGap_4_.qasm,1,1,1,,,,,,,,,,,,
AddGate_swap_inGap_5_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_swap_inGap_6_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_swap_inGap_7_.qasm,1,1,1,,,,,,,,,,,,
AddGate_swap_inGap_8_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_swap_inGap_9_.qasm,0.19047619,0.19047619,0.19047619,,,,,,,,,,,,
AddGate_sx_inGap_10_.qasm,0.380952381,0.380952381,0.380952381,,SX,0.511904762,,,,,0.514285714,,,,
AddGate_sx_inGap_11_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_sx_inGap_12_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_sx_inGap_13_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_sx_inGap_14_.qasm,0.761904762,0.761904762,0.761904762,,,,,,,,,,,,
AddGate_sx_inGap_15_.qasm,0.571428571,0.619047619,0.595238095,,,,,,,,,,,,
AddGate_sx_inGap_16_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_sx_inGap_17_.qasm,0.523809524,0.523809524,0.523809524,,,,,,,,,,,,
AddGate_sx_inGap_18_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_sx_inGap_19_.qasm,0.476190476,0.476190476,0.476190476,,,,,,,,,,,,
AddGate_sx_inGap_1_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_sx_inGap_20_.qasm,0.619047619,0.619047619,0.619047619,,,,,,,,,,,,
AddGate_sx_inGap_2_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_sx_inGap_3_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_sx_inGap_4_.qasm,0.571428571,0.571428571,0.571428571,,,,,,,,,,,,
AddGate_sx_inGap_5_.qasm,0.904761905,0.904761905,0.904761905,,,,,,,,,,,,
AddGate_sx_inGap_6_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_sx_inGap_7_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_sx_inGap_8_.qasm,0.761904762,0.761904762,0.761904762,,,,,,,,,,,,
AddGate_sx_inGap_9_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_t_inGap_10_.qasm,0.19047619,0.19047619,0.19047619,,T,0.39047619,,,,,0.393650794,,,,
AddGate_t_inGap_11_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_t_inGap_12_.qasm,0.476190476,0.476190476,0.476190476,,,,,,,,,,,,
AddGate_t_inGap_13_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_t_inGap_14_.qasm,0.80952381,0.80952381,0.80952381,,,,,,,,,,,,
AddGate_t_inGap_15_.qasm,0.857142857,0.904761905,0.880952381,,,,,,,,,,,,
AddGate_t_inGap_1_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_t_inGap_2_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_t_inGap_3_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_t_inGap_4_.qasm,0.619047619,0.619047619,0.619047619,,,,,,,,,,,,
AddGate_t_inGap_5_.qasm,0.428571429,0.428571429,0.428571429,,,,,,,,,,,,
AddGate_t_inGap_6_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_t_inGap_7_.qasm,0.380952381,0.380952381,0.380952381,,,,,,,,,,,,
AddGate_t_inGap_8_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_t_inGap_9_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_x_inGap_10_.qasm,0.619047619,0.619047619,0.619047619,,X,0.545238095,,,,,0.55,,,,
AddGate_x_inGap_11_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_x_inGap_12_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_x_inGap_13_.qasm,0.714285714,0.714285714,0.714285714,,,,,,,,,,,,
