Program,best_exam_score,worst_exam_score,avg_exam_score,,,,,,,Barinel (Perfect EXAM = 0.0476),,,,,
,,,,,,Average EXAM Best-Case By Gate,Average EXAM Best-Case Overall,Median EXAM Best-Case,% Top 1 Best-Case,% Top 3 Best-Case,Average EXAM Worst-Case By Gate,Average EXAM Worst-Case Overall,Median EXAM Worst-Case,% Top 1 Worst-Case,% Top 3 Worst-Case
AddGate_x_inGap_14_.qasm,0.428571429,0.428571429,0.428571429,,,,,,,,,,,,
AddGate_x_inGap_15_.qasm,0.714285714,0.761904762,0.738095238,,,,,,,,,,,,
AddGate_x_inGap_16_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_x_inGap_17_.qasm,0.428571429,0.428571429,0.428571429,,,,,,,,,,,,
AddGate_x_inGap_18_.qasm,0.523809524,0.523809524,0.523809524,,,,,,,,,,,,
AddGate_x_inGap_19_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_x_inGap_1_.qasm,0.80952381,0.80952381,0.80952381,,,,,,,,,,,,
AddGate_x_inGap_20_.qasm,0.857142857,0.904761905,0.880952381,,,,,,,,,,,,
AddGate_x_inGap_2_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_x_inGap_3_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_x_inGap_4_.qasm,1,1,1,,,,,,,,,,,,
AddGate_x_inGap_5_.qasm,0.761904762,0.761904762,0.761904762,,,,,,,,,,,,
AddGate_x_inGap_6_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_x_inGap_7_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_x_inGap_8_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_x_inGap_9_.qasm,0.857142857,0.857142857,0.857142857,,,,,,,,,,,,
AddGate_y_inGap_10_.qasm,0.19047619,0.19047619,0.19047619,,Y,0.45,,,,,0.454761905,,,,
AddGate_y_inGap_11_.qasm,0.047619048,0.047619048,0.047619048,,,,,,,,,,,,
AddGate_y_inGap_12_.qasm,0.333333333,0.333333333,0.333333333,,,,,,,,,,,,
AddGate_y_inGap_13_.qasm,0.285714286,0.285714286,0.285714286,,,,,,,,,,,,
AddGate_y_inGap_14_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_y_inGap_15_.qasm,0.476190476,0.523809524,0.5,,,,,,,,,,,,
AddGate_y_inGap_16_.qasm,0.476190476,0.476190476,0.476190476,,,,,,,,,,,,
AddGate_y_inGap_17_.qasm,0.619047619,0.619047619,0.619047619,,,,,,,,,,,,
AddGate_y_inGap_18_.qasm,0.380952381,0.380952381,0.380952381,,,,,,,,,,,,
AddGate_y_inGap_19_.qasm,0.428571429,0.428571429,0.428571429,,,,,,,,,,,,
AddGate_y_inGap_1_.qasm,0.19047619,0.19047619,0.19047619,,,,,,,,,,,,
AddGate_y_inGap_20_.qasm,0.047619048,0.095238095,0.071428571,,,,,,,,,,,,
AddGate_y_inGap_2_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_y_inGap_3_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_y_inGap_4_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_y_inGap_5_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_y_inGap_6_.qasm,0.380952381,0.380952381,0.380952381,,,,,,,,,,,,
AddGate_y_inGap_7_.qasm,0.714285714,0.714285714,0.714285714,,,,,,,,,,,,
AddGate_y_inGap_8_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
AddGate_y_inGap_9_.qasm,0.952380952,0.952380952,0.952380952,,,,,,,,,,,,
AddGate_z_inGap_10_.qasm,0.19047619,0.19047619,0.19047619,,Z,0.349206349,,,,,0.358730159,,,,
AddGate_z_inGap_11_.qasm,0.761904762,0.80952381,0.785714286,,,,,,,,,,,,
AddGate_z_inGap_12_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_z_inGap_13_.qasm,0.761904762,0.80952381,0.785714286,,,,,,,,,,,,
AddGate_z_inGap_14_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_z_inGap_15_.qasm,0.571428571,0.619047619,0.595238095,,,,,,,,,,,,
AddGate_z_inGap_1_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_z_inGap_2_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_z_inGap_3_.qasm,0.428571429,0.428571429,0.428571429,,,,,,,,,,,,
AddGate_z_inGap_4_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_z_inGap_5_.qasm,0.238095238,0.238095238,0.238095238,,,,,,,,,,,,
AddGate_z_inGap_6_.qasm,0.095238095,0.095238095,0.095238095,,,,,,,,,,,,
AddGate_z_inGap_7_.qasm,0.571428571,0.571428571,0.571428571,,,,,,,,,,,,
AddGate_z_inGap_8_.qasm,0.142857143,0.142857143,0.142857143,,,,,,,,,,,,
AddGate_z_inGap_9_.qasm,0.666666667,0.666666667,0.666666667,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rand,Best,Worst,,,,,,,,,,,,,
0.528679275,0.428571429,0.428571429,,,,,,,,,,,,,
0.734299725,0.238095238,0.238095238,,,,,,,,,,,,,
0.923657813,0.238095238,0.238095238,,,,,,,,,,,,,
0.000641909,0.666666667,0.666666667,,,,,,,,,,,,,
0.818202666,0.095238095,0.095238095,,,,,,,,,,,,,
0.75356593,0.095238095,0.095238095,,,,,,,,,,,,,
0.766969693,0.761904762,0.80952381,,,,,,,,,,,,,
0.95133602,0.761904762,0.80952381,,,,,,,,,,,,,
0.315886711,0.571428571,0.571428571,,,,,,,,,,,,,
0.489519447,0.571428571,0.619047619,,,,,,,,,,,,,
0.475347154,0.238095238,0.238095238,,,,,,,,,,,,,
0.347063002,0.095238095,0.095238095,,,,,,,,,,,,,
0.354734139,0.142857143,0.142857143,,,,,,,,,,,,,
0.481316436,0.19047619,0.19047619,,,,,,,,,,,,,
0.562273968,0.142857143,0.142857143,,,,,,,,,,,,,
0.086032533,,,,,,,,,,,,,,,
0.624458428,,,,,,,,,,,,,,,
0.428109493,,,,,,,,,,,,,,,
0.221188873,,,,,,,,,,,,,,,
0.780951514,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,0.333333333,0.333333333,,0.495590829,0.476190476,0.055555556,0.203703704,,0.497354497,0.476190476,0.037037037,0.203703704,,,
,0.952380952,0.952380952,,,,,,,,,,,,,
,0.761904762,0.761904762,,,,,,,,,,,,,
,0.619047619,0.619047619,,,,,,,,,,,,,
,0.952380952,0.952380952,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.333333333,0.333333333,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.619047619,0.619047619,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.285714286,0.285714286,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.047619048,0.095238095,,,,,,,,,,,,,
,0.571428571,0.571428571,,,,,,,,,,,,,
,0.619047619,0.619047619,,,,,,,,,,,,,
,0.047619048,0.047619048,,,,,,,,,,,,,
,0.80952381,0.80952381,,,,,,,,,,,,,
,0.285714286,0.285714286,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.571428571,0.571428571,,,,,,,,,,,,,
,0.428571429,0.428571429,,,,,,,,,,,,,
,0.80952381,0.80952381,,,,,,,,,,,,,
,0.333333333,0.333333333,,,,,,,,,,,,,
,0.523809524,0.523809524,,,,,,,,,,,,,
,0.428571429,0.428571429,,,,,,,,,,,,,
,0.095238095,0.095238095,,,,,,,,,,,,,
,0.666666667,0.666666667,,,,,,,,,,,,,
,0.761904762,0.80952381,,,,,,,,,,,,,
,0.19047619,0.19047619,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.333333333,0.333333333,,,,,,,,,,,,,
,0.666666667,0.666666667,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.619047619,0.619047619,,,,,,,,,,,,,
,0.333333333,0.333333333,,,,,,,,,,,,,
,0.095238095,0.095238095,,,,,,,,,,,,,
,1,1,,,,,,,,,,,,,
,0.952380952,0.952380952,,,,,,,,,,,,,
,0.333333333,0.333333333,,,,,,,,,,,,,
,0.047619048,0.047619048,,,,,,,,,,,,,
,0.952380952,0.952380952,,,,,,,,,,,,,
,0.80952381,0.80952381,,,,,,,,,,,,,
,0.380952381,0.380952381,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.857142857,0.857142857,,,,,,,,,,,,,
,0.238095238,0.238095238,,,,,,,,,,,,,
,0.714285714,0.714285714,,,,,,,,,,,,,
,0.666666667,0.666666667,,,,,,,,,,,,,
,0.142857143,0.142857143,,,,,,,,,,,,,
,0.666666667,0.666666667,,,,,,,,,,,,,
,0.428571429,0.428571429,,,,,,,,,,,,,
,0.238095238,0.238095238,,,,,,,,,,,,,
,0.238095238,0.238095238,,,,,,,,,,,,,
